filename,gt_plate,pred_raw,pred_defog,acc_raw,acc_defog,conf_raw,conf_defog,brightness_raw,brightness_defog,sharp_raw,sharp_defog
IMG_7278.jpeg,9RFE162,9RFE162,9RFE162,1.0,1.0,0.8583984375,0.859375,174.46651173329414,136.27277721788303,343.99072769006375,1597.6005104617425
IMG_7279.jpeg,PINGACK,PTNGACK,PTNGACK,0.8571428571428572,0.8571428571428572,0.90185546875,0.89013671875,166.2684745580331,124.99483857972201,302.4486375058699,1184.4829642752907
IMG_7281.jpeg,7NQJ925,7NQJ925,7NQJ925,1.0,1.0,0.89208984375,0.89990234375,171.88766552372584,131.03641870691632,328.47163145490055,1736.0024127122451
IMG_7282.jpeg,8LGE143,8LGE143,8LGE143,1.0,1.0,0.849609375,0.841796875,172.08736378538345,130.3882603967513,326.4806241058557,1386.8402431086176
IMG_7285.jpeg,26390F1,26390F1,26390F1,1.0,1.0,0.8798828125,0.89453125,176.5842945315343,141.94224442445446,312.40852610333627,1424.683406588247
IMG_7286.jpeg,83018X3,83018X3,83018X3,1.0,1.0,0.87939453125,0.876953125,167.98820210472306,128.98128540896812,308.05690639089227,1305.6299102898001
IMG_7287.jpeg,9TXR619,9TXR619,9TXR619,1.0,1.0,0.85498046875,0.8544921875,174.87899821708518,142.72671491275264,337.06998458217146,1932.9893620718312
IMG_7288.jpeg,8TBC212,8TBC212,8TBC212,1.0,1.0,0.8671875,0.87158203125,170.7431743691561,127.02741452966217,317.9976961726023,1261.398866183317
IMG_7289.jpeg,6J93188,6J93188,6J93188,1.0,1.0,0.85302734375,0.86474609375,177.76753309830877,139.91862072117942,330.462416549367,1571.158586063714
IMG_7291.jpeg,8UAX476,8UAX476,8UAX476,1.0,1.0,0.8515625,0.85693359375,175.12575905651613,133.61227475172169,298.48773346407165,1674.012288731091
IMG_7292.jpeg,07975E4,07975E4,07975E4,1.0,1.0,0.8291015625,0.8486328125,179.12806676329225,138.5851502847152,304.2146070072587,1601.0402591466018
IMG_7293.jpeg,9HTK639,9HTK639,9HTK639,1.0,1.0,0.7353515625,0.8642578125,166.33554505424854,125.0555099274149,383.05617409215427,1724.8319416532534
IMG_7295.jpeg,48475N2,48475N2,48475N2,1.0,1.0,0.85498046875,0.869140625,171.42186373649253,136.18010318357022,575.8331502701947,2514.678347850285
IMG_7296.jpeg,7RJM387,7RJM387,7RJM387,1.0,1.0,0.8330078125,0.83056640625,176.4806688686277,140.98070356132422,363.91048307222076,1794.5382361509471
IMG_7297.jpeg,27F3506,27F3506,,1.0,0.0,0.7060546875,0.0,159.2933922524128,121.08938621101733,294.57703720216654,1274.9040067476844
IMG_7298.jpeg,7YEL174,7YEL174,7YEL174,1.0,1.0,0.89111328125,0.8984375,172.94103544195457,137.06635064156382,715.5908651839662,2663.241784949983
IMG_7299.jpeg,9AWE167,9AWE167,9AWE167,1.0,1.0,0.8662109375,0.875,173.92878877052365,144.9812829758318,346.96615239268226,1810.528523770951
IMG_7300.jpeg,8LED381,8LED381,8LED381,1.0,1.0,0.8681640625,0.8603515625,174.67335929517125,132.96122124743673,320.9368935660186,1680.8076556004128
IMG_7302.jpeg,7VZE943,7VZE943,7VZE943,1.0,1.0,0.8330078125,0.85888671875,168.89525514906322,129.95183379743358,313.370793979929,1577.1018341140516
IMG_7303.jpeg,8NSA622,8NSA622,8NSA622,1.0,1.0,0.81689453125,0.828125,179.20226200208737,143.6974763510085,324.8382812630028,1759.5351322915928
IMG_7304.jpeg,7XFK799,7XFK799,7XFK799,1.0,1.0,0.857421875,0.8310546875,167.56969317112132,127.47064013684178,307.23234140357965,1327.6058073177412
IMG_7305.jpeg,9AED652,9AED562,9AED562,0.7142857142857143,0.7142857142857143,0.8701171875,0.87890625,166.59760750525777,124.72704934597296,322.0379022198759,1306.5343824253905
IMG_7307.jpeg,9DMY895,9DMY895,9DMY895,1.0,1.0,0.865234375,0.87060546875,174.63640192284475,136.57402877399673,327.09061371040207,1582.9773581108575
IMG_7308.jpeg,5XVY459,5XVY459,5XVY459,1.0,1.0,0.84228515625,0.8671875,162.00051691844433,122.89882964502674,341.3225418010286,1427.3067320299915
IMG_7309.jpeg,8WHK851,8WHK851,8WHK851,1.0,1.0,0.82080078125,0.8291015625,171.0273059680405,134.94437276260814,297.1159924430965,1494.1478776400854
